"id","DTXSID","CAS","chemName"
5873,"DTXSID101013748","70682-83-6","Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 2,4-diisocyanato-1-methylbenzene and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)"
5874,"DTXSID40103483","70775-95-0","Vinyl acetal polymers, acetal butyrals"
5875,"DTXSID20103744","70983-76-5","Fatty acids, C18-unsatd., dimers, polymers with azelaic acid, ethylenediamine and hexamethylenediamine"
5876,"DTXSID50897447","71074-89-0","Bis[(dimethylamino)methyl]phenol"
5877,"DTXSID9072282","71195-64-7","Pentanedioic acid, bis(2-methylpropyl) ester"
5878,"DTXSID6026373","71-48-7","Cobalt(II) acetate"
5879,"DTXSID30104000","71487-00-8","Quaternary ammonium compounds, coco alkylbis(hydroxyethyl)methyl, nitrates (salts)"
5880,"DTXSID90991291","71-68-1","3-Hydroxy-17-methyl-4,5-epoxymorphinan-6-one--hydrogen chloride (1/1)"
5881,"DTXSID7045570","7177-50-6","Nafcillin sodium monohydrate"
5882,"DTXSID8038857","71868-10-5","2-Methyl-4'-(methylthio)-2-morpholinopropiophenone"
5883,"DTXSID00992597","71889-02-6","Silanedione--trichloro(octadecyl)silane (1/1)"
5884,"DTXSID50894597","71902-01-7","Sorbitan, isooctadecanoate"
5885,"DTXSID30992843","72121-77-8","5-Chloro-2-{[3-(ethoxycarbonyl)-11-methyl-2,8-dioxo-2,6,7a,8-tetrahydro-3H-naphtho[1,2,3-de]quinolin-9-yl]amino}benzene-1-sulfonic acid"
5886,"DTXSID8026068","72-14-0","Sulfathiazole"
5887,"DTXSID80104338","72245-35-3","Silane, chlorodimethyloctadecyl-, hydrolysis products with silica"
5888,"DTXSID30903974","7240-37-1","7-Aminoactinomycin D"
5889,"DTXSID5074630","72676-55-2","1,3,4-Thiadiazole-2(3H)-thione, 5,5'-dithiobis-"
5890,"DTXSID1029548","72828-38-7","Glycine, N-(C12-22-alkylsulfonyl) derivs., monosodium salts"
5891,"DTXSID5029550","72906-05-9","Glycine, N-(C12-22-alkylsulfonyl) derivs., compds. with triethanolamine (1:1)"
5892,"DTXSID70993819","7305-30-8","2-(Octane-1-sulfinyl)ethan-1-ol"
5893,"DTXSID5024261","732-11-6","Phosmet"
5894,"DTXSID40994651","73758-26-6","1-Phenyl(~2~H_6_)propan-2-amine"
5895,"DTXSID90880974","74398-72-4","1-Butene, 4-bromo-3,3,4,4-tetrafluoro-, polymer with 1,1-difluoroethene, 1,1,2,3,3,3-hexafluoro-1-propene and tetrafluoroethene"
5896,"DTXSID9064685","7440-15-5","Rhenium"
5897,"DTXSID4064688","7440-19-9","Samarium"
5898,"DTXSID9064689","7440-20-2","Scandium"
5899,"DTXSID3064691","7440-27-9","Terbium"
5900,"DTXSID1024336","7446-18-6","Thallium (I) sulfate"
5901,"DTXSID20889379","7460-12-0","Benzenemethanol, .alpha.-[(1S)-1-(methylamino)ethyl]-, (.alpha.S)-, sulfate (2:1)"
5902,"DTXSID6041056","74-79-3","L-Arginine"
5903,"DTXSID20884389","7488-55-3","Stannous sulfate"
5904,"DTXSID4058784","75-11-6","Methylene iodide"
5905,"DTXSID10868335","75150-13-9","Oxirane, 2-[(2,4-dibromo-6-methylphenoxy)methyl]-"
5906,"DTXSID3029287","7529-22-8","4-Methylmorpholine 4-oxide"
5907,"DTXSID0020812","7546-30-7","Mercury chloride (HgCl)"
5908,"DTXSID4020743","75-47-8","Iodoform"
5909,"DTXSID2023060","75607-67-9","Fludarabine phosphate"
5910,"DTXSID9058789","75-61-6","Dibromodifluoromethane"
5911,"DTXSID6029046","75782-86-4","Alcohols, C12-13"
5912,"DTXSID9026425","75-78-5","Dimethyldichlorosilane"
5913,"DTXSID4026426","75-79-6","Methyltrichlorosilane"
5914,"DTXSID0041436","75-85-4","2-Methyl-2-butanol"
5915,"DTXSID8041539","7600-50-2","5-Hydroxydicamba"
5916,"DTXSID30997712","7635-46-3","Disodium hydrogen (~32~P)phosphate"
5917,"DTXSID5023409","76-41-5","Oxymorphone"
5918,"DTXSID30893043","7647-18-9","Antimony pentachloride"
5919,"DTXSID1044986","765-12-8","3,6,9,12-Tetraoxatetradeca-1,13-diene"
5920,"DTXSID8031449","76543-88-9","Interferon A"
5921,"DTXSID2020341","76-57-3","Codeine"
5922,"DTXSID00105004","76684-66-7","Fatty acids, tall-oil, polymers with polyethylenepolyamines"
5923,"DTXSID1072844","76836-02-7","1,4-Piperazinediethanesulfonic acid, disodium salt"
5924,"DTXSID8022117","768-94-5","Amantadine"
5925,"DTXSID7035806","76902-90-4","3,5,7-Triaza-1-azoniatricyclo(3.3.1.1(superscript3,7))decane, 1-methyl-, chloride"
5926,"DTXSID10894770","7693-26-7","Potassium hydride"
5927,"DTXSID0020656","77-06-5","Gibberellic acid"
5928,"DTXSID3064776","7718-98-1","Vanadium chloride (VCl3)"
5929,"DTXSID40998679","77495-92-2","Methyl 7-chloro-6,7,8-trideoxy-6-{[(4-ethylpiperidin-2-yl)(hydroxy)methylidene]amino}-1-thiooctopyranoside--hydrogen chloride--water (1/1/1)"
5930,"DTXSID00872522","7757-86-0","Magnesium hydrogenorthophosphate"
5931,"DTXSID2044262","7758-23-8","Calcium biphosphate"
5932,"DTXSID6074677","7758-79-4","Benzenesulfonamide, 4-amino-N-5-isoxazolyl-"
5933,"DTXSID2064810","7782-39-0","Deuterium"
5934,"DTXSID20894105","7782-91-4","Molybdic(VI) acid (H2MoO4)"
5935,"DTXSID80893770","7783-82-6","Tungsten hexafluoride"
5936,"DTXSID7052789","7785-84-4","Sodium trimetaphosphate"
5937,"DTXSID30999059","7786-80-3","2-Octyl-3a,4,7,7a-tetrahydro-1H-4,7-methanoisoindole-1,3(2H)-dione"
5938,"DTXSID40999065","7787-55-5","Beryllium nitrate--water (1/2/3)"
5939,"DTXSID3024603","7787-56-6","Beryllium sulfate tetrahydrate"
5940,"DTXSID10880971","7788-97-8","Chromium trifluoride"
5941,"DTXSID2064860","7789-18-6","Cesium nitrate"
5942,"DTXSID6064870","7789-61-9","Antimony tribromide"
5943,"DTXSID50999096","7790-58-1","Dipotassium tellurite"
5944,"DTXSID6029707","7791-25-5","Sulfuryl chloride"
5945,"DTXSID20999144","7795-91-7","2-[(Butan-2-yl)oxy]ethan-1-ol"
5946,"DTXSID30883222","77-98-5","Tetraethylammonium hydroxide"
5947,"DTXSID0044991","78-24-0","2,2'-{[2,2-Bis(hydroxymethyl)propane-1,3-diyl]bis(oxymethanediyl)}bis[2-(hydroxymethyl)propane-1,3-diol]"
5948,"DTXSID0029050","78330-12-8","Benzenesulfonic acid, mono- and di-C15-30-alkyl derivs., sodium salts"
5949,"DTXSID0045599","78439-06-2","Ceftazidime pentahydrate"
5950,"DTXSID1024174","78-48-8","Tribufos"
5951,"DTXSID1026457","78-67-1","Azobisisobutyronitrile"
5952,"DTXSID7021495","79-08-3","Bromoacetic acid"
5953,"DTXSID6034689","79-33-4","(S)-2-Hydroxypropionic acid"
5954,"DTXSID7022754","79350-37-1","Cefixime"
5955,"DTXSID8030978","8000-27-9","Cedarwood oil"
5956,"DTXSID3024865","8001-28-3","Croton oil"
5957,"DTXSID0041721","8004-92-0","C.I. Acid Yellow 3 disodium salt"
5958,"DTXSID60892281","8005-78-5","C.I. Basic Brown 4"
5959,"DTXSID40897315","8007-47-4","Canadian balsam"
5960,"DTXSID10893041","8007-69-0","Sweet almond oil"
5961,"DTXSID901009820","8022-19-3","Oils, saffron"
5962,"DTXSID00892149","8027-33-6","Lanolin alcohols"
5963,"DTXSID4025585","80-63-7","Methyl 2-chloroacrylate"
5964,"DTXSID30105118","80939-62-4","Amines, C11-14-branched alkyl, monohexyl and dihexyl phosphates"
5965,"DTXSID3022829","81103-11-9","Clarithromycin"
5966,"DTXSID801015307","None","None"
5967,"DTXSID0020236","814-80-2","Calcium lactate"
5968,"DTXSID2026280","81-77-6","Vat Blue 4"
5969,"DTXSID00870785","830-81-9","1-Naphthalenol, 1-acetate"
5970,"DTXSID9021500","83463-62-1","Bromochloroacetonitrile"
5971,"DTXSID9029562","83488-05-5","Alkenes, C15-20 .alpha.-, mixed with lard oil, vegetable oil residues and vegetable oil residues Me esters, sulfurized, polymd."
5972,"DTXSID80868761","83846-86-0","9H-Thioxanthen-9-one, 4-(1-methylethyl)-"
5973,"DTXSID20883175","107910-75-8","Ganciclovir sodium"
5974,"DTXSID7023225","846-49-1","Lorazepam"
5975,"DTXSID1041718","846-70-8","C.I. Acid Yellow 1"
5976,"DTXSID3026516","85-43-8","Tetrahydrophthalic anhydride"
5977,"DTXSID80234806","85590-00-7","Methacryloyloxydecyl dihydrogen phosphate"
5978,"DTXSID70235367","86050-77-3","Gadopentetate dimeglumine [USAN:USP]"
5979,"DTXSID40904715","86220-42-0","Nafarelin acetate hydrate"
5980,"DTXSID3020122","86-50-0","Azinphos-methyl"
5981,"DTXSID00890529","865-34-9","Lithium methoxide"
5982,"DTXSID00883597","867-55-0","Propanoic acid, 2-hydroxy-, lithium salt (1:1)"
5983,"DTXSID0045832","87-33-2","Isosorbide 2,5-dinitrate"
5984,"DTXSID4025828","87-84-3","Pentabromochlorocyclohexane"
5985,"DTXSID90236816","881-17-4","Iodohippurate sodium I 131 [USAN:USP]"
5986,"DTXSID9024774","88-16-4","2-Chlorobenzotrifluoride"
5987,"DTXSID8041248","88-58-4","2,5-Di-tert-butylbenzene-1,4-diol"
5988,"DTXSID5040883","143110-73-0","Monophosphoryl lipid A"
5989,"DTXSID6022133","886-86-2","Ethyl 3-aminobenzoate methanesulfonic acid salt"
5990,"DTXSID1025726","88-74-4","2-Nitroaniline"
5991,"DTXSID8044466","89-05-4","Pyromellitic acid"
5992,"DTXSID7044182","9000-36-6","Karaya gum"
5993,"DTXSID5020780","9000-40-2","Locust bean gum"
5994,"DTXSID2021369","9000-65-1","Tragacanth gum"
5995,"DTXSID2044183","9000-69-5","Pectin"
5996,"DTXSID1040829","9000-71-9","Caseins"
5997,"DTXSID70891987","9000-85-5","Amylase, bacterial"
5998,"DTXSID3093789","9001-40-5","Dehydrogenase, glucose 6-phosphate"
5999,"DTXSID2093794","9001-51-8","Kinase (phosphorylating), hexo-"
6000,"DTXSID4036770","9002-61-3","Human chorionic gonadotropin"
6001,"DTXSID601009752","9003-37-6","Butanal, polymer with benzenamine"
6002,"DTXSID301009103","9003-70-7","tert-Butyl 4-({[(9H-fluoren-9-yl)methoxy](hydroxy)methylidene}amino)-5-oxopentanoate"
6003,"DTXSID1031464","9004-66-4","Iron dextran"
6004,"DTXSID90891303","9004-80-2","Poly(oxy-1,2-ethanediyl), alpha-phosphono-omega-(decyloxy)-"
6005,"DTXSID60858847","9004-95-9","Polyoxyethylene monohexadecyl ether"
6006,"DTXSID7044186","9005-37-2","Propylene glycol alginate"
6007,"DTXSID70897060","9005-66-7","Sorbitan, monohexadecanoate, poly(oxy-1,2-ethanediyl) derivs."
6008,"DTXSID2093821","9007-34-5","Collagen"
6009,"DTXSID6046894","9007-43-6","Cytochrome C"
6010,"DTXSID201009162","9010-94-0","2,6-Dimethylcyclohex-3-ene-1-carbaldehyde"
6011,"DTXSID401009849","9012-36-6","Agarose"
6012,"DTXSID5093844","9017-01-0","Benzene, 1,3-diisocyanatomethyl-, homopolymer"
6013,"DTXSID501009747","9017-21-4","Benzene, ethenylmethyl-, homopolymer"
6014,"DTXSID201010911","9026-00-0","Cholesterol esterase"
6015,"DTXSID3093864","9028-76-6","Oxidase, cholesterol"
6016,"DTXSID80891993","90295-11-7","Copper phthalocyanine, sulfamoyl sulfo derivs., sodium salts"
6017,"DTXSID2093871","9030-66-4","Kinase (phosphorylating), glycerol"
6018,"DTXSID201013727","9038-90-8","1,3-Butanediol, polymer with 1,3-diisocyanatomethylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]"
6019,"DTXSID2047800","9041-93-4","Bleomycin sulfate"
6020,"DTXSID0093893","9045-22-1","Heparin, lithium salt"
6021,"DTXSID30920343","9052-61-3","Benzene, ethenylmethyl-, polymer with 1,3-butadiene"
6022,"DTXSID7029823","90622-58-5","Alkanes, C11-15, iso-"
6023,"DTXSID701011514","9064-13-5","Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(methylphenyl)-.omega.-hydroxy-"
6024,"DTXSID30238233","9067-32-7","Hyaluronate Sodium"
6025,"DTXSID0023537","90-82-4","Pseudoephedrine"
6026,"DTXSID1024912","91-17-8","Decalin"
6027,"DTXSID6073239","912-60-7","1(3H)-Isobenzofuranone, 6,7-dimethoxy-3-[(5R)-5,6,7,8-tetrahydro-4-methoxy-6-methyl-1,3-dioxolo[4,5-g]isoquinolin-5-yl]-, hydrochloride, (3S)-"
6028,"DTXSID5021679","918-00-3","1,1,1-Trichloropropanone"
6029,"DTXSID2023278","91-80-5","Methapyrilene"
6030,"DTXSID6020432","91-94-1","3,3'-Dichlorobenzidine"
6031,"DTXSID5059036","91-99-6","Ethanol, 2,2'-[(3-methylphenyl)imino]bis-"
6032,"DTXSID1021162","92-13-7","Pilocarpine"
6033,"DTXSID90889442","921-53-9","Potassium tartrate"
6034,"DTXSID2021026","924-16-3","N-Nitrosodibutylamine"
6035,"DTXSID2052734","925-06-4","Diisobutyl succinate"
6036,"DTXSID6022767","92665-29-7","Cefprozil"
6037,"DTXSID5020071","92-67-1","4-Biphenylamine"
6038,"DTXSID3072955","92798-16-8","1,10-Phenanthroline, mono(4-methylbenzenesulfonate)"
6039,"DTXSID1029120","92-88-6","4,4'-Biphenyldiol"
6040,"DTXSID90897148","93384-43-1","Onabotulinum toxin A"
6041,"DTXSID3042051","93-69-6","1-(o-Tolyl)biguanide"
6042,"DTXSID1045798","94749-08-3","Salmeterol xinafoate"
6043,"DTXSID4020402","95-80-7","2,4-Diaminotoluene"
6044,"DTXSID9041576","96-34-4","Methyl chloroacetate"
6045,"DTXSID2026606","97-39-2","1,3-Bis(2-methylphenyl)guanidine"
6046,"DTXSID9024568","98-11-3","Benzenesulfonic acid"
6047,"DTXSID00904716","985-16-0","Nafcillin sodium"
6048,"DTXSID4040509","98530-12-2","Interferon-alpha 2b"
6049,"DTXSID6025725","99-09-2","3-Nitroaniline"
6050,"DTXSID3059185","99-11-6","Citrazinic acid"
6051,"DTXSID7059195","99-34-3","3,5-Dinitrobenzoic acid"
6052,"DTXSID6021406","99-35-4","1,3,5-Trinitrobenzene"
6053,"DTXSID4020959","99-55-8","2-Methyl-5-nitroaniline"
6054,"DTXSID9024065","99-65-0","1,3-Dinitrobenzene"
6055,"DTXSID6023733","99-66-1","Valproic acid"
6056,"DTXSID9046998","998-40-3","Tributylphosphine"
6057,"DTXSID3026647","99-96-7","4-Hydroxybenzoic acid"
6058,"DTXSID5020281","100-00-5","1-Chloro-4-nitrobenzene"
6059,"DTXSID00143007","1002-57-9","omega-Aminocaprylic acid"
6060,"DTXSID7057606","100-36-7","2-Aminoethyldiethylamine"
6061,"DTXSID3059216","100-60-7","N-Methylcyclohexanamine"
6062,"DTXSID9021841","100-61-8","N-Methylaniline"
6063,"DTXSID5041643","1008-72-6","Sodium 2-formylbenzenesulfonate"
6064,"DTXSID2064943","10102-20-2","Sodium tellurite"
6065,"DTXSID1025431","101-18-8","3-Hydroxy-N-phenylaniline"
6066,"DTXSID60884449","10137-69-6","Cyclohexene, 4-(trichlorosilyl)-"
6067,"DTXSID7025895","101-54-2","N-Phenyl-1,4-benzenediamine"
6068,"DTXSID80905882","101-58-6","1,1'-Oxybis[4-(2,4,4-trimethylpentan-2-yl)benzene]"
6069,"DTXSID1041891","101-81-5","Diphenylmethane"
6070,"DTXSID6025018","101-83-7","Dicyclohexylamine"
6071,"DTXSID6044353","101-97-3","Ethyl phenylacetate"
6072,"DTXSID2025183","102-07-8","Diphenylurea"
6073,"DTXSID30881228","102-25-0","1,3,5-Triethylbenzene"
6074,"DTXSID6045901","102-29-4","Resorcinol monoacetate"
6075,"DTXSID5026174","102-70-5","Triallylamine"
6076,"DTXSID80105800","102783-01-7","Siloxanes and Silicones, di-Me, 3-hydroxypropyl group-terminated, ethoxylated"
6077,"DTXSID1044354","102-79-4","N-Butyldiethanolamine"
6078,"DTXSID2024953","102-81-8","2-(Dibutylamino)ethanol"
6079,"DTXSID7051474","102-85-2","Tributyl phosphite"
6080,"DTXSID9065027","10294-31-2","Gold iodide (AuI)"
6081,"DTXSID40109329","10294-38-9","Chloric acid, barium salt, monohydrate"
6082,"DTXSID2047016","103-01-5","N-Phenylglycine"
6083,"DTXSID60369241","10312-55-7","2-Aminoterephthalic acid"
6084,"DTXSID00920537","10318-18-0","Cysteine--hydrogen chloride (1/1)"
6085,"DTXSID6042151","103-26-4","Methyl cinnamate"
6086,"DTXSID8041668","103-29-7","Bibenzyl"
6087,"DTXSID4026050","103-30-0","trans-Stilbene"
6088,"DTXSID9022520","103-36-6","Ethyl cinnamate"
6089,"DTXSID7044506","103-45-7","2-Phenylethyl acetate"
6090,"DTXSID6044355","103-49-1","Dibenzylamine"
6091,"DTXSID1025271","103-69-5","N-Ethylaniline"
6092,"DTXSID7059278","103-73-1","Benzene, ethoxy-"
6093,"DTXSID7049394","10373-78-1","(+)Camphorquinone"
6094,"DTXSID1059280","103-79-7","1-Phenylacetone"
6095,"DTXSID1059282","103-81-1","Benzeneacetamide"
6096,"DTXSID2021656","103-82-2","Phenylacetic acid"
6097,"DTXSID6059283","103-88-8","Acetamide, N-(4-bromophenyl)-"
6098,"DTXSID7073066","115341-06-5","Benzeneethanol, ar-amino-"
6099,"DTXSID0065066","10415-75-5","Mercurous nitrate"
6100,"DTXSID0059295","104-36-9","Benzene, 1,4-dibutoxy-"
6101,"DTXSID0047610","104-53-0","3-Phenylpropanal"
6102,"DTXSID9041491","104-54-1","3-Phenyl-2-propen-1-ol"
6103,"DTXSID5026706","104-66-5","1,2-Diphenoxyethane"
6104,"DTXSID4051530","104-83-6","4-Chlorobenzyl chloride"
6105,"DTXSID7024532","104-94-9","4-Methoxyaniline"
6106,"DTXSID6044357","105-13-5","(4-Methoxyphenyl)methanol"
6107,"DTXSID4020587","105-36-2","Ethyl bromoacetate"
6108,"DTXSID1040110","105-37-3","Ethyl propionate"
6109,"DTXSID9051537","105-38-4","Vinyl propionate"
6110,"DTXSID4026715","105-39-5","Ethyl chloroacetate"
6111,"DTXSID6040111","105-54-4","Ethyl butyrate"
6112,"DTXSID9026718","105-56-6","Ethyl cyanoacetate"
6113,"DTXSID5027728","10595-72-9","Di(tridecyl) thiodipropionate"
6114,"DTXSID3041790","106-23-0","Citronellal"
6115,"DTXSID4042337","106-36-5","Propyl propionate"
6116,"DTXSID4024012","106-37-6","1,4-Dibromobenzene"
6117,"DTXSID7024661","106-38-7","4-Bromotoluene"
6118,"DTXSID4059338","106-39-8","p-Bromoclorobenzene"
6119,"DTXSID0027355","1066-35-9","Chlorodimethylsilane"
6120,"DTXSID0047616","106-70-7","Methyl hexanoate"
6121,"DTXSID5027356","1067-53-4","Tris(2-methoxyethoxy)vinylsilane"
6122,"DTXSID8024442","106-95-6","Allyl bromide"
6123,"DTXSID4024775","107-04-0","1-Chloro-2-bromoethane"
6124,"DTXSID8024440","107-11-9","Allylamine"
6125,"DTXSID1040114","107-58-4","tert-Butylacrylamide"
6126,"DTXSID6042232","107-75-5","Hydroxycitronellal"
6127,"DTXSID90870456","107-81-3","Pentane, 2-bromo-"
6128,"DTXSID7059353","107-82-4","Butane, 1-bromo-3-methyl-"
6129,"DTXSID2059354","107-84-6","Butane, 1-chloro-3-methyl-"
6130,"DTXSID2050407","107-89-1","3-Hydroxybutanal"
6131,"DTXSID2051552","107-91-5","2-Cyanoacetamide"
6132,"DTXSID8026775","107-96-0","3-Mercaptopropanoic acid"
6133,"DTXSID5031210","108-16-7","Dimepranol"
6134,"DTXSID3031492","108-22-5","Isopropenyl acetate"
6135,"DTXSID4052841","108-41-8","m-Chlorotoluene"
6136,"DTXSID5029847","108419-32-5","Acetic acid, C7-9-branched alkyl esters, C8-rich"
6137,"DTXSID0024761","108-42-9","3-Chloroaniline"
6138,"DTXSID30110020","108-57-6","1,3-Diethenylbenzene"
6139,"DTXSID30883303","108-58-7","1,3-Benzenediol, 1,3-diacetate"
6140,"DTXSID1044148","108-85-0","Bromocyclohexane"
6141,"DTXSID9029146","109-02-4","4-Methylmorpholine"
6142,"DTXSID90861728","109-05-7","Piperidine, 2-methyl-"
6143,"DTXSID7041702","109-21-7","Butyl butyrate"
6144,"DTXSID8042187","109-46-6","N,N'-Dibutylthiourea"
6145,"DTXSID7021655","109-52-4","Pentanoic acid"
6146,"DTXSID8029608","109-53-5","Vinyl isobutyl ether"
6147,"DTXSID5025102","109-55-7","3-(Dimethylamino)propylamine"
6148,"DTXSID6021903","109-65-9","1-Bromobutane"
6149,"DTXSID1051565","109-70-6","1-Bromo-3-chloropropane"
6150,"DTXSID1026821","109-72-8","Lithium, butyl-"
6151,"DTXSID3029609","109-92-2","Ethene, ethoxy-"
6152,"DTXSID3047760","110-01-0","Tetrahydrothiophene"
6153,"DTXSID8030138","110-13-4","2,5-Hexanedione"
6154,"DTXSID4059382","110-14-5","Butanediamide"
6155,"DTXSID7040730","11018-89-6","Ouabain octahydrate"
6156,"DTXSID5026122","110-18-9","N,N,N',N'-Tetramethylethylenediamine"
6157,"DTXSID6024628","110-21-4","Biurea"
6158,"DTXSID4026842","110-42-9","Methyl decanoate"
6159,"DTXSID5044364","110-52-1","1,4-Dibromobutane"
6160,"DTXSID3049203","110-53-2","1-Bromopentane"
6161,"DTXSID9041605","110-66-7","Pentyl mercaptan"
6162,"DTXSID3026851","110-67-8","3-Methoxypropionitrile"
6163,"DTXSID0027729","11070-44-3","Isomethyltetrahydrophthalic anhydride"
6164,"DTXSID60858781","11071-15-1","Antimony potassium tartrate anhydrous"
6165,"DTXSID3059391","110-74-7","Formic acid, propyl ester"
6166,"DTXSID9038717","110-83-8","Cyclohexene"
6167,"DTXSID4041575","110-99-6","Diglycolic acid"
6168,"DTXSID201009548","111211-39-3","Carbonic dichloride, polymer with 4,4'-(1-methylethylidene)bis[phenol], 4-(1-methyl-1-phenylethyl)phenyl ester"
6169,"DTXSID4021929","111-25-1","1-Bromohexane"
6170,"DTXSID3021930","111-26-2","Hexylamine"
6171,"DTXSID3093947","11129-37-6","Hafnium carbide"
6172,"DTXSID0051574","111-31-9","1-Hexanethiol"
6173,"DTXSID8093948","11132-73-3","Lignocellulose"
6174,"DTXSID6026878","111-48-8","2,2'-Thiobisethanol"
6175,"DTXSID9059410","111-75-1","Ethanol, 2-(butylamino)-"
6176,"DTXSID4026894","111-88-6","1-Octanethiol"
6177,"DTXSID2041464","111-94-4","3,3'-Iminobispropanenitrile"
6178,"DTXSID1049566","1120-24-7","Decyldimethylamine"
6179,"DTXSID9047124","112-06-1","Heptyl acetate"
6180,"DTXSID5044368","112-16-3","Dodecanoyl chloride"
6181,"DTXSID1026906","112-18-5","N,N-Dimethyldodecan-1-amine"
6182,"DTXSID9051581","112-29-8","1-Bromodecane"
6183,"DTXSID4029149","112-39-0","Methyl hexadecanoate"
6184,"DTXSID8059421","112-58-3","Hexane, 1,1'-oxybis-"
6185,"DTXSID2047640","112-61-8","Methyl stearate"
6186,"DTXSID9044370","1126-78-9","N-Butylaniline"
6187,"DTXSID9026924","112-69-6","N,N-Dimethyl-1-hexadecanamine"
6188,"DTXSID4026927","112-75-4","N,N-Dimethyltetradecylamine"
6189,"DTXSID8026931","112-86-7","(13Z)-Docos-13-enoic acid"
6190,"DTXSID10453902","115146-98-0","Pentadecane,5-methylene-"
6191,"DTXSID2021949","115-19-5","2-Methyl-3-butyn-2-ol"
6192,"DTXSID80420722","115534-33-3","Tma-dph"
6193,"DTXSID50150923","115-76-4","Prenderol"
6194,"DTXSID7026944","115-83-3","Pentaerythrityl tetraoctanoate"
6195,"DTXSID9041815","116-02-9","3,3,5-Trimethylcyclohexanol"
6196,"DTXSID9044372","116-17-6","Tripropan-2-yl phosphite"
6197,"DTXSID0059453","117-34-0","Benzeneacetic acid, .alpha.-phenyl-"
6198,"DTXSID6020068","117-79-3","2-Aminoanthraquinone"
6199,"DTXSID8025094","117-82-8","Di(2-methoxyethyl) phthalate"
6200,"DTXSID9047174","117-83-9","Bis(2-butoxyethyl) phthalate"
6201,"DTXSID6021957","118-55-8","Phenyl salicylate"
6202,"DTXSID2048876","118-68-3","Etryptamine acetate"
6203,"DTXSID0024923","1187-42-4","Diaminomaleonitrile"
6204,"DTXSID4024771","118-91-2","2-Chlorobenzoic acid"
6205,"DTXSID7040285","118-93-4","2-Hydroxyacetophenone"
6206,"DTXSID2059772","287-23-0","Cyclobutane"
6207,"DTXSID9025324","1195-79-5","alpha-Fenchone"
6208,"DTXSID9065152","12004-83-0","Aluminum, compd. with zirconium (3:1)"
6209,"DTXSID10923231","12011-97-1","Methane--molybdenum (1/1)"
6210,"DTXSID5044788","120-18-3","Naphthalene-2-sulfonic acid"
6211,"DTXSID40892426","12022-95-6","Iron silicide (FeSi)"
6212,"DTXSID201014737","None","None"
6213,"DTXSID50858856","12058-66-1","Disodium stannate"
6214,"DTXSID30875905","1205-91-0","1,4-Benzenediol, diacetate"
6215,"DTXSID70893688","12060-59-2","Strontium titanium oxide"
6216,"DTXSID0020498","120-61-6","Dimethyl terephthalate"
6217,"DTXSID801014311","12068-85-8","Iron sulfide (FeS2)"
6218,"DTXSID1020350","120-71-8","2-Methoxy-5-methylaniline"
6219,"DTXSID8049208","120-75-2","2-Methylbenzothiazole"
6220,"DTXSID50563812","121207-31-6","{2-[1-(3,5-Dimethyl-2H-pyrrol-2-ylidene-kappaN)ethyl]-3,5-dimethyl-1H-pyrrolato-kappaN}(difluoro)boron"
6221,"DTXSID60893218","12135-76-1","Ammonium sulfide ((NH4)2S)"
6222,"DTXSID90891883","12142-33-5","Potassium stannate"
6223,"DTXSID0037738","121-43-7","Trimethyl borate"
6224,"DTXSID4021971","121-73-3","1-Chloro-3-nitrobenzene"
6225,"DTXSID0025737","121-92-6","3-Nitrobenzoic acid"
6226,"DTXSID70635808","12200-64-5","Sodium hydroxide--water (1/1/1)"
6227,"DTXSID9044374","122-00-9","p-Methylacetophenone"
6228,"DTXSID9029726","12202-17-4","Tetralead trioxide sulfate"
6229,"DTXSID4032613","122-14-5","Fenitrothion"
6230,"DTXSID5037739","122-37-2","4-Anilinophenol"
6231,"DTXSID20896942","12244-57-4","Sodium aurothiomalate"
6232,"DTXSID7046041","122-46-3","m-Cresyl acetate"
6233,"DTXSID8041957","122-51-0","Ethyl orthoformate"
6234,"DTXSID9025873","122-59-8","Phenoxyacetic acid"
6235,"DTXSID7047439","122-73-6","Benzyl 3-methylbutyl ether"
6236,"DTXSID3021483","122-78-1","Phenylacetaldehyde"
6237,"DTXSID3051626","122-79-2","Phenyl acetate"
6238,"DTXSID9059547","122-87-2","Glycine, N-(4-hydroxyphenyl)-"
6239,"DTXSID9034282","122-88-3","4-Chlorophenoxyacetic acid"
6240,"DTXSID4059548","122-94-1","Phenol, 4-butoxy-"
6241,"DTXSID9059549","122-95-2","Benzene, 1,4-diethoxy-"
6242,"DTXSID6041638","122-97-4","3-Phenyl-1-propanol"
6243,"DTXSID8059550","122-98-5","Ethanol, 2-(phenylamino)-"
6244,"DTXSID40861758","123-04-6","3-(Chloromethyl)-heptane"
6245,"DTXSID8059552","123-08-0","p-Hydroxybenzaldehyde"
6246,"DTXSID6047650","123-19-3","4-Heptanone"
6247,"DTXSID0074556","123-20-6","Butanoic acid, ethenyl ester"
6248,"DTXSID9020792","123-33-1","Maleic hydrazide"
